image_id,text,len_words,text_lower,avg_img,width_img,height_img,tirets,ponctuation,top_100
c06-011-06-02,a,1,a,138.8498326159732,51,41,False,True,True
c06-011-06-04,of,2,of,196.20286455117918,91,89,False,True,True
c06-011-06-08,from,4,from,195.15516388373533,210,77,False,True,True
c06-011-07-00,other,5,other,188.21280193236717,230,72,False,True,True
c06-011-07-03,the,3,the,179.00687078109937,122,68,False,True,True
c06-011-07-05,and,3,and,190.83149069467478,162,67,False,True,True
c06-011-08-01,to,2,to,167.785858178888,68,73,False,True,True
c06-011-08-03,by,2,by,188.86683209263856,93,104,False,True,True
c06-011-08-04,for,3,for,200.3656792645557,132,89,False,True,True
c06-011-08-05,a,1,a,141.68047337278102,52,39,False,True,True
c06-014-00-04,to,2,to,230.15348383953224,94,131,False,True,True
c06-014-00-05,the,3,the,222.71984277582,119,124,False,True,True
c06-014-01-03,his,3,his,227.9195882352941,125,136,False,True,True
c06-014-01-05,to,2,to,227.46688958825072,124,123,False,True,True
c06-014-02-00,the,3,the,223.75422206252244,121,138,False,True,True
c06-014-02-04,He,2,he,215.17616254713028,77,124,False,True,True
c06-014-02-06,to,2,to,219.55912162162159,74,120,False,True,True
c06-014-03-02,in,2,in,225.49909502262443,85,104,False,True,True
c06-014-03-03,the,3,the,225.76375562422072,143,129,False,True,True
c06-014-04-01,I,1,i,192.14080656185916,11,133,False,True,True
c06-014-04-06,he,2,he,221.4946173419456,78,131,False,True,True
c06-014-04-10,a,1,a,211.76551851169648,61,89,False,True,True
c06-014-05-05,a,1,a,203.925983436853,56,69,False,True,True
c06-014-06-05,a,1,a,207.7086206896552,58,90,False,True,True
c06-014-08-01,But,3,but,232.9879326695116,228,185,False,True,True
c06-014-08-04,he,2,he,220.48094565984474,109,130,False,True,True
c06-014-08-08,the,3,the,226.05691161356629,168,139,False,True,True
c06-014-08-10,is,2,is,208.44047619047618,49,108,False,True,True
c06-014-09-05,A,1,a,218.63695549242425,66,128,False,True,True
c06-020-00-01,'s,2,'s,220.371419109124,61,99,False,True,True
c06-020-00-02,as,2,as,200.9018181818182,60,55,False,True,True
c06-020-00-05,as,2,as,204.52005347593587,68,55,False,True,True
c06-020-00-07,a,1,a,196.21816638370117,38,62,False,True,True
c06-020-01-01,a,1,a,197.57397959183675,42,56,False,True,True
c06-020-01-03,of,2,of,230.2326203208556,76,187,False,True,True
c06-020-01-07,'s,2,'s,202.01185185185184,30,45,False,True,True
c06-020-01-08,the,3,the,219.07789979409745,93,94,False,True,True
c06-020-02-01,in,2,in,224.69467084639496,55,87,False,True,True
c06-020-02-02,a,1,a,188.13567251461987,38,45,False,True,True
c06-020-02-09,me,2,me,218.77931034482756,95,58,False,True,True
c06-020-02-11,I,1,i,207.2811224489796,20,98,False,True,True
c06-020-03-00,a,1,a,200.36446886446888,39,70,False,True,True
c06-020-03-03,I,1,i,192.84890426758938,17,102,False,True,True
c06-020-03-05,to,2,to,215.658542039356,52,86,False,True,True
c06-020-04-00,than,4,than,224.50429975429972,176,111,False,True,True
c06-020-04-03,And,3,and,220.75505882352942,170,100,False,True,True
c06-020-04-04,I,1,i,184.90408163265303,14,70,False,True,True
c06-020-04-07,at,2,at,215.65684830633285,97,77,False,True,True
c06-020-04-08,all,3,all,215.7307773330525,101,94,False,True,True
c06-020-05-01,I,1,i,170.64147286821702,12,86,False,True,True
c06-020-05-07,But,3,but,214.80457697642163,140,103,False,True,True
c06-020-05-08,I,1,i,179.07940446650124,13,62,False,True,True
c06-020-06-01,this,4,this,222.25468645050987,159,103,False,True,True
c06-020-06-03,I,1,i,202.58566519391258,21,97,False,True,True
c06-020-06-05,like,4,like,221.06031608840598,178,91,False,True,True
c06-020-06-06,to,2,to,215.2394557823129,56,105,False,True,True
c06-020-06-08,in,2,in,217.05759457933368,69,77,False,True,True
c06-020-07-00,and,3,and,225.66753970465308,185,97,False,True,True
c06-020-07-01,do,2,do,196.12217391304347,100,92,False,True,True
c06-020-07-02,some,4,some,214.85788787483705,182,59,False,True,True
c06-020-07-04,there,5,there,228.2099567099567,196,99,False,True,True
c06-027-00-00,It,2,it,227.71859903381642,45,92,False,True,True
c06-027-00-01,'s,2,'s,228.36624891961966,52,89,False,True,True
c06-027-00-02,a,1,a,204.03935185185185,48,63,False,True,True
c06-027-00-03,very,4,very,229.35548420388736,163,107,False,True,True
c06-027-00-06,to,2,to,223.3201465201465,75,91,False,True,True
c06-027-00-08,in,2,in,230.65229885057468,80,87,False,True,True
c06-027-00-10,and,3,and,221.7058162590879,170,89,False,True,True
c06-027-00-11,there,5,there,223.04947467074436,209,97,False,True,True
c06-027-00-12,'s,2,'s,227.22549019607845,41,102,False,True,True
c06-027-01-00,the,3,the,224.06233198924733,128,93,False,True,True
c06-027-01-02,that,4,that,227.66893617021282,175,94,False,True,True
c06-027-01-03,no,2,no,222.60266323024052,97,72,False,True,True
c06-027-01-04,one,3,one,223.60848877046058,142,74,False,True,True
c06-027-01-06,what,4,what,228.5089940709476,214,93,False,True,True
c06-027-02-00,you,3,you,237.3238933601609,142,140,False,True,True
c06-027-02-03,about,5,about,224.65367149758453,225,92,False,True,True
c06-027-02-08,that,4,that,220.88127853881284,146,102,False,True,True
c06-027-02-09,I,1,i,205.34117647058827,11,85,False,True,True
c06-027-03-00,much,4,much,228.33201530612249,280,84,False,True,True
c06-027-03-01,when,4,when,223.1223429951691,207,80,False,True,True
c06-027-03-02,I,1,i,213.64137931034486,15,87,False,True,True
c06-027-03-03,was,3,was,219.78541816870944,152,73,False,True,True
c06-027-03-04,over,4,over,221.6492793973141,172,71,False,True,True
c06-027-03-05,this,4,this,225.2127969348659,145,90,False,True,True
c06-027-03-07,two,3,two,229.71392952127655,128,94,False,True,True
c06-027-04-00,not,3,not,225.57700534759363,132,85,False,True,True
c06-027-04-01,with,4,with,225.83730083158764,177,89,False,True,True
c06-027-04-02,that,4,that,217.50763563809375,157,83,False,True,True
c06-027-04-07,on,2,on,220.6283073577383,89,62,False,True,True
c06-027-05-03,The,3,the,226.14131632813732,146,87,False,True,True
c06-027-06-00,I,1,i,218.51282051282055,13,75,False,True,True
c06-027-06-01,was,3,was,219.73278388278388,156,70,False,True,True
c06-027-06-02,there,5,there,224.71282608695648,200,92,False,True,True
c06-027-06-04,in,2,in,234.5732758620689,88,87,False,True,True
c06-027-06-09,when,4,when,223.31877990430618,209,88,False,True,True
c06-027-06-10,that,4,that,215.54720306513408,150,87,False,True,True
c06-027-07-03,up,2,up,226.55129144531966,106,103,False,True,True
c06-027-07-05,what,4,what,222.09980430528373,63,73,False,True,True
c06-027-07-06,'s,2,'s,222.48798014110267,172,89,False,True,True
c06-027-07-07,his,3,his,225.32981402557152,116,89,False,True,True
c06-031-00-00,I,1,i,228.87468805704103,66,85,False,True,True
c06-031-00-02,the,3,the,219.8954426295624,114,87,False,True,True
c06-031-00-03,only,4,only,229.1943696120689,128,116,False,True,True
c06-031-00-04,man,3,man,201.47741935483867,124,35,False,True,True
c06-031-00-05,on,2,on,193.73775510204084,70,28,False,True,True
c06-031-00-07,who,3,who,223.05384774087062,131,74,False,True,True
c06-031-01-00,what,4,what,230.56808510638297,188,95,False,True,True
c06-031-01-01,his,3,his,229.36407816138504,119,83,False,True,True
c06-031-01-03,is,2,is,232.10769860769858,74,66,False,True,True
c06-031-01-07,me,2,me,194.0425824175824,78,28,False,True,True
c06-031-01-09,I,1,i,234.21257606490872,85,87,False,True,True
c06-031-01-11,to,2,to,226.11065292096217,97,90,False,True,True
c06-031-02-01,that,4,that,220.36265432098762,162,84,False,True,True
c06-031-02-05,I,1,i,233.46946502057614,75,81,False,True,True
c06-031-02-08,about,5,about,224.3433590492077,218,88,False,True,True
c06-031-03-01,and,3,and,228.74267542487752,139,69,False,True,True
c06-031-03-02,that,4,that,215.64949181253533,161,88,False,True,True
c06-031-04-00,the,3,the,212.60543666859456,95,91,False,True,True
c06-031-04-01,two,3,two,218.5857046070461,108,82,False,True,True
c06-031-05-01,'s,2,'s,224.1092391304348,23,80,False,True,True
c06-031-05-03,of,2,of,226.0040196965129,93,107,False,True,True
c06-031-05-04,all,3,all,215.97769246731684,122,79,False,True,True
c06-031-05-05,that,4,that,218.66628612629933,187,89,False,True,True
c06-031-06-00,on,2,on,202.83636363636364,66,40,False,True,True
c06-031-06-01,into,4,into,219.40610940089985,103,82,False,True,True
c06-031-06-03,of,2,of,233.1107122747748,111,128,False,True,True
c06-031-06-04,his,3,his,219.22778808493092,98,99,False,True,True
c06-031-06-08,is,2,is,224.88398692810455,45,68,False,True,True
c06-031-07-00,much,4,much,223.74453125,160,88,False,True,True
c06-031-07-01,to,2,to,226.64411764705883,85,92,False,True,True
c06-039-00-01,other,5,other,201.46451612903226,155,54,False,True,True
c06-039-00-03,he,2,he,203.418335089568,73,52,False,True,True
c06-039-00-04,was,3,was,188.18309141838554,119,33,False,True,True
c06-039-00-06,from,4,from,208.72640382317798,135,62,False,True,True
c06-039-01-05,as,2,as,190.54021698466144,81,33,False,True,True
c06-039-01-06,a,1,a,187.4934065934066,52,35,False,True,True
c06-039-02-03,He,2,he,191.31104356636268,63,47,False,True,True
c06-039-02-04,was,3,was,185.35225095785444,116,36,False,True,True
c06-039-02-05,in,2,in,212.35907692307688,65,50,False,True,True
c06-039-02-06,a,1,a,186.9822896900696,51,31,False,True,True
c06-039-02-10,a,1,a,179.5628002745367,47,31,False,True,True
c06-039-03-03,a,1,a,183.798,50,30,False,True,True
c06-039-03-05,about,5,about,199.1713325867861,190,47,False,True,True
c06-039-04-02,will,4,will,208.29385714285718,125,56,False,True,True
c06-039-04-04,a,1,a,193.3287037037037,54,28,False,True,True
c06-039-04-06,into,4,into,215.4185897435897,120,65,False,True,True
c06-039-05-00,will,4,will,202.24512298558102,131,54,False,True,True
c06-039-05-02,a,1,a,182.5318491032777,49,33,False,True,True
c06-039-05-05,into,4,into,203.13694430250385,103,57,False,True,True
c06-039-05-08,and,3,and,200.97080176767682,144,44,False,True,True
c06-039-06-00,will,4,will,207.2787087912088,130,56,False,True,True
c06-039-06-02,a,1,a,188.34642857142856,50,28,False,True,True
c06-039-06-05,into,4,into,217.18203170874926,131,65,False,True,True
c06-039-06-08,you,3,you,203.22644603458562,129,52,False,True,True
c06-039-07-02,up,2,up,208.60120435120442,99,52,False,True,True
c06-039-07-03,a,1,a,188.05546026300743,53,33,False,True,True
c06-043-00-00,And,3,and,220.36859862634049,193,86,False,True,True
c06-043-00-01,he,2,he,219.96731857951625,116,67,False,True,True
c06-043-00-03,an,2,an,213.2125984251969,127,38,False,True,True
c06-043-01-01,and,3,and,223.95838587641867,208,61,False,True,True
c06-043-01-02,was,3,was,207.78847117794487,190,42,False,True,True
c06-043-01-05,in,2,in,233.67708730461302,86,61,False,True,True
c06-043-02-01,with,4,with,226.64382536382539,185,65,False,True,True
c06-043-02-02,a,1,a,193.66294642857144,56,40,False,True,True
c06-043-02-04,and,3,and,218.3964619164619,185,55,False,True,True
c06-043-03-04,to,2,to,215.17320388349515,103,50,False,True,True
c06-043-03-06,was,3,was,208.31491108071134,170,43,False,True,True
c06-043-04-01,by,2,by,232.11973140495869,121,80,False,True,True
c06-043-04-02,the,3,the,208.8520812328964,131,53,False,True,True
c06-043-04-04,that,4,that,216.90059523809524,210,64,False,True,True
c06-043-05-00,he,2,he,211.0894719687093,104,59,False,True,True
c06-043-05-01,was,3,was,202.2893110905159,166,39,False,True,True
c06-043-05-04,the,3,the,222.61,150,60,False,True,True
c06-043-05-07,a,1,a,200.75526315789475,57,40,False,True,True
c06-043-06-05,he,2,he,217.8522951281329,106,67,False,True,True
c06-043-06-06,has,3,has,209.25776872134492,151,52,False,True,True
c06-043-06-07,been,4,been,210.49459908599917,249,58,False,True,True
c06-043-07-01,of,2,of,218.02224428997025,95,53,False,True,True
c06-043-07-03,in,2,in,233.77094017094018,78,45,False,True,True
c06-043-07-04,the,3,the,212.86070853462158,138,63,False,True,True
c06-043-08-02,up,2,up,220.06467452300785,132,54,False,True,True
c06-043-08-04,the,3,the,211.97184321508308,139,58,False,True,True
c06-043-08-06,for,3,for,222.31622444541102,121,57,False,True,True
c06-043-09-01,and,3,and,217.16145932558587,181,58,False,True,True
c06-047-00-01,has,3,has,214.10814639905547,110,77,False,True,True
c06-047-00-02,been,4,been,222.43646258503398,150,98,False,True,True
c06-047-00-04,of,2,of,232.20647825525876,126,123,False,True,True
c06-047-00-08,It,2,it,231.08148148148152,135,101,False,True,True
c06-047-00-09,is,2,is,230.0632175761871,85,83,False,True,True
c06-047-00-10,now,3,now,202.59928385416663,128,48,False,True,True
c06-047-01-03,his,3,his,224.76530612244895,98,96,False,True,True
c06-047-01-04,first,5,first,230.911259754738,195,138,False,True,True
c06-047-01-07,The,3,the,218.35078016985975,122,83,False,True,True
c06-047-01-11,was,3,was,202.58987943003288,119,46,False,True,True
c06-047-02-07,was,3,was,210.73919753086417,120,54,False,True,True
c06-047-03-00,and,3,and,221.4689382206161,149,78,False,True,True
c06-047-03-01,The,3,the,219.5348723943113,118,87,False,True,True
c06-047-03-03,was,3,was,215.54873791621915,133,56,False,True,True
c06-047-03-05,on,2,on,203.2345803842265,92,43,False,True,True
c06-047-03-08,has,3,has,221.05561665357425,134,95,False,True,True
c06-047-03-10,to,2,to,218.09163120567376,75,94,False,True,True
c06-047-04-00,the,3,the,219.03821548821549,108,110,False,True,True
c06-047-05-00,and,3,and,211.57597332372023,152,73,False,True,True
c06-047-05-02,for,3,for,227.11264338731445,156,152,False,True,True
c06-047-05-04,at,2,at,224.132530120482,123,83,False,True,True
c06-047-05-05,the,3,the,216.45992772108843,96,98,False,True,True
c06-047-06-05,It,2,it,227.4916396103896,140,88,False,True,True
c06-047-06-06,was,3,was,214.81155745362338,127,59,False,True,True
c06-052-00-02,to,2,to,208.49032258064517,75,62,False,True,True
c06-052-00-03,the,3,the,210.31597222222226,108,64,False,True,True
c06-052-00-04,new,3,new,208.0390186915888,107,40,False,True,True
c06-052-01-00,by,2,by,217.9307443365696,60,103,False,True,True
c06-052-01-01,his,3,his,206.0458175704077,78,61,False,True,True
c06-052-01-03,in,2,in,222.21763392857144,48,56,False,True,True
c06-052-01-05,of,2,of,222.84887955182072,68,105,False,True,True
c06-052-01-10,a,1,a,184.30915750915747,39,35,False,True,True
c06-052-02-00,I,1,i,169.48287671232876,12,73,False,True,True
c06-052-02-01,have,4,have,208.46548188653446,133,55,False,True,True
c06-052-02-03,me,2,me,208.7071960297767,93,39,False,True,True
c06-052-02-04,now,3,now,204.9725783475784,78,36,False,True,True
c06-052-02-05,a,1,a,207.5638095238095,45,35,False,True,True
c06-052-02-08,of,2,of,223.22071751009742,69,122,False,True,True
c06-052-03-00,a,1,a,189.9275283937264,43,43,False,True,True
c06-052-03-03,to,2,to,206.7210144927536,69,64,False,True,True
c06-052-03-04,be,2,be,212.936624907885,69,59,False,True,True
c06-052-03-07,of,2,of,226.94220880840598,71,126,False,True,True
c06-052-03-08,an,2,an,205.15356744704567,78,46,False,True,True
c06-052-04-01,which,5,which,213.3915151515152,175,66,False,True,True
c06-052-04-02,was,3,was,208.01261538461537,125,52,False,True,True
c06-052-04-04,to,2,to,204.70384615384614,60,65,False,True,True
c06-052-04-05,his,3,his,208.74171453822362,73,62,False,True,True
c06-052-04-07,in,2,in,213.3134236453202,58,56,False,True,True
c06-052-05-04,was,3,was,209.38044871794872,120,52,False,True,True
c06-052-05-05,a,1,a,196.06201550387595,43,42,False,True,True
c06-052-05-07,to,2,to,204.37986518808438,73,63,False,True,True
c06-052-06-01,from,4,from,229.4089842440496,157,114,False,True,True
c06-052-06-02,her,3,her,224.44886363636363,121,80,False,True,True
c06-052-06-04,in,2,in,221.91778058007569,65,61,False,True,True
c06-058-00-00,It,2,it,228.5250585480093,61,70,False,True,True
c06-058-00-01,is,2,is,227.37905709547505,63,67,False,True,True
c06-058-01-00,of,2,of,235.58565531475747,95,102,False,True,True
c06-058-01-03,and,3,and,228.07503633720933,172,64,False,True,True
c06-058-01-05,as,2,as,218.32912234042556,96,47,False,True,True
c06-058-01-06,a,1,a,219.75341945288758,56,47,False,True,True
c06-058-02-00,of,2,of,235.1671,100,100,False,True,True
c06-058-02-04,But,3,but,227.22494623655913,155,75,False,True,True
c06-058-02-05,will,4,will,225.8102992957746,128,71,False,True,True
c06-058-02-06,we,2,we,211.76599960372502,103,49,False,True,True
c06-058-02-08,its,3,its,230.97165749820613,113,74,False,True,True
c06-058-03-02,The,3,the,229.95330023901454,147,74,False,True,True
c06-058-03-05,of,2,of,232.86693919264184,103,95,False,True,True
c06-058-03-06,this,4,this,227.04830917874398,150,69,False,True,True
c06-058-04-00,is,2,is,226.27029585798817,65,65,False,True,True
c06-058-04-01,in,2,in,231.24028716216216,74,64,False,True,True
c06-058-04-02,a,1,a,211.63618446984626,59,43,False,True,True
c06-058-04-05,the,3,the,226.4278306878307,135,70,False,True,True
c06-058-04-08,a,1,a,211.3688750862664,63,46,False,True,True
c06-058-05-02,on,2,on,218.31426392067124,114,46,False,True,True
c06-058-05-03,to,2,to,221.17579365079362,90,56,False,True,True
c06-058-05-04,the,3,the,223.36434356351242,138,68,False,True,True
c06-058-05-06,and,3,and,225.54115909929862,172,63,False,True,True
c06-058-05-08,a,1,a,212.68210004133942,59,41,False,True,True
c06-058-06-01,for,3,for,233.61304836895386,127,98,False,True,True
c06-058-06-02,the,3,the,224.3711365902293,136,59,False,True,True
c06-058-06-05,one,3,one,214.2899766899767,143,45,False,True,True
c06-058-06-06,of,2,of,229.93799379937997,99,101,False,True,True
c06-076-00-00,I,1,i,217.37698412698413,15,84,False,True,True
c06-076-00-03,to,2,to,218.7003827227993,59,93,False,True,True
c06-076-00-05,that,4,that,220.73500669344043,166,90,False,True,True
c06-076-00-06,I,1,i,223.4659090909091,22,88,False,True,True
c06-076-01-01,this,4,this,226.7081799591002,163,90,False,True,True
c06-076-01-03,I,1,i,210.72619047619045,14,84,False,True,True
c06-076-01-04,have,4,have,225.154850631352,191,85,False,True,True
c06-076-02-01,in,2,in,228.69049873737373,88,72,False,True,True
c06-076-02-03,or,2,or,224.27823529411762,100,68,False,True,True
c06-076-02-06,a,1,a,216.2894880174292,54,68,False,True,True
c06-076-03-01,a,1,a,209.7979525862069,58,64,False,True,True
c06-076-03-05,and,3,and,225.4697845804989,196,90,False,True,True
c06-076-03-07,it,2,it,229.60767511177346,61,88,False,True,True
c06-076-03-08,with,4,with,224.098275862069,145,92,False,True,True
c06-076-04-02,and,3,and,223.254840805718,171,90,False,True,True
c06-076-04-05,It,2,it,219.9743386243386,45,84,False,True,True
c06-076-04-07,one,3,one,216.74415914873933,131,66,False,True,True
c06-076-05-02,and,3,and,224.21299288946344,182,85,False,True,True
c06-076-05-05,on,2,on,220.61003919204103,107,62,False,True,True
c06-076-05-06,its,3,its,226.0089893100097,98,84,False,True,True
c06-076-05-09,This,4,this,221.754571491518,153,89,False,True,True
c06-076-06-03,I,1,i,213.07467532467533,16,77,False,True,True
c06-076-06-04,may,3,may,231.18859203575784,184,107,False,True,True
c06-076-06-08,no,2,no,225.34089552238805,100,67,False,True,True
c06-076-07-00,in,2,in,230.30045662100457,90,73,False,True,True
c06-076-07-01,the,3,the,225.1127737510716,141,91,False,True,True
c06-076-07-04,of,2,of,230.67596702599877,83,114,False,True,True
c06-076-07-07,(,1,(,233.27106080336566,67,149,False,True,True
c06-076-08-03,which,5,which,225.99755415793152,212,81,False,True,True
c06-076-08-05,that,4,that,221.05738447598912,154,86,False,True,True
c06-076-08-06,it,2,it,233.42931410363911,67,89,False,True,True
c06-076-09-00,is,2,is,234.16996336996337,75,91,False,True,True
c06-076-09-03,a,1,a,210.20264550264548,54,70,False,True,True
c06-076-09-05,for,3,for,225.7164059722716,97,116,False,True,True
c06-076-09-06,the,3,the,223.90960163432072,132,89,False,True,True
c06-080-00-00,The,3,the,225.16356910862504,163,68,False,True,True
c06-080-00-02,of,2,of,223.33270365997643,121,70,False,True,True
c06-080-01-02,is,2,is,219.88387096774196,60,62,False,True,True
c06-080-01-03,not,3,not,215.8511373773417,152,59,False,True,True
c06-080-01-04,the,3,the,215.30501460564756,158,52,False,True,True
c06-080-01-05,only,4,only,233.72690763052208,225,83,False,True,True
c06-080-02-02,(,1,(,215.15322580645162,31,76,False,True,True
c06-080-02-04,the,3,the,217.1188028627196,145,53,False,True,True
c06-080-02-05,one,3,one,211.29584017515046,174,42,False,True,True
c06-080-03-01,),1,),186.0994318181818,12,88,False,True,True
c06-080-03-02,in,2,in,236.09628543499508,62,66,False,True,True
c06-080-03-03,the,3,the,214.6241454744326,138,53,False,True,True
c06-080-03-06,which,5,which,222.91475182228396,215,67,False,True,True
c06-080-03-07,is,2,is,226.43774509803916,60,68,False,True,True
c06-080-05-06,of,2,of,214.6601037851038,104,63,False,True,True
c06-080-05-07,it,2,it,230.0129608294931,56,62,False,True,True
c06-080-05-08,has,3,has,216.77959183673468,147,60,False,True,True
c06-080-06-00,been,4,been,218.11007509386727,235,68,False,True,True
c06-080-06-02,in,2,in,236.5679945054945,91,64,False,True,True
c06-080-06-03,and,3,and,211.48411263239475,158,49,False,True,True
c06-080-06-05,the,3,the,219.54948489408497,163,53,False,True,True
c06-080-07-01,of,2,of,213.94689855072463,125,69,False,True,True
c06-080-07-02,the,3,the,212.15722851432378,158,57,False,True,True
c06-080-07-05,(,1,(,205.95859213250517,23,63,False,True,True
c06-080-08-00,the,3,the,223.0481052244297,151,72,False,True,True
c06-080-08-03,for,3,for,227.41816425120774,138,75,False,True,True
c06-080-08-04,the,3,the,223.5154338415208,154,69,False,True,True
c06-080-08-06,),1,),216.49387254901958,32,102,False,True,True
c06-080-08-07,in,2,in,228.239729020979,88,52,False,True,True
c06-080-09-02,and,3,and,212.08974238875882,175,61,False,True,True
c06-080-09-03,if,2,if,225.83687445127305,67,85,False,True,True
c06-080-09-04,there,5,there,215.28102355072463,92,48,False,True,True
c06-080-09-05,'s,2,'s,220.5066738816739,176,63,False,True,True
c06-080-09-06,a,1,a,203.60802469135803,54,42,False,True,True
c06-083-00-00,It,2,it,223.17938311688312,42,88,False,True,True
c06-083-00-05,in,2,in,215.9409574468085,40,47,False,True,True
c06-083-00-06,a,1,a,195.92558983666058,29,38,False,True,True
c06-083-00-08,of,2,of,230.20501730103803,68,136,False,True,True
c06-083-01-02,not,3,not,228.57903918411162,92,81,False,True,True
c06-083-01-04,well,4,well,220.15558759913483,95,73,False,True,True
c06-083-01-06,for,3,for,226.29059477258699,86,113,False,True,True
c06-083-01-08,in,2,in,231.96010031919744,51,86,False,True,True
c06-083-02-00,and,3,and,217.30598669623058,123,55,False,True,True
c06-083-02-03,at,2,at,223.5569679849341,59,72,False,True,True
c06-083-02-04,the,3,the,208.3488812392427,70,83,False,True,True
c06-083-02-06,of,2,of,230.8652556095304,66,131,False,True,True
c06-083-02-07,a,1,a,199.52651515151518,36,44,False,True,True
c06-083-03-00,Mr.,3,mr.,223.03711162255462,88,79,False,True,True
c06-083-03-02,is,2,is,227.2959830866808,43,66,False,True,True
c06-083-03-03,an,2,an,199.55597014925374,67,36,False,True,True
c06-083-03-06,who,3,who,225.62903611576175,113,74,False,True,True
c06-083-04-01,in,2,in,207.0849567099567,42,44,False,True,True
c06-083-04-02,his,3,his,223.31452124286616,83,76,False,True,True
c06-083-04-05,and,3,and,221.63827392120075,123,65,False,True,True
c06-083-04-06,the,3,the,215.2304817275748,86,84,False,True,True
c06-083-04-08,of,2,of,232.63503649635035,76,137,False,True,True
c06-083-05-02,In,2,in,223.12608353033886,47,81,False,True,True
c06-083-05-03,the,3,the,211.60962566844918,77,85,False,True,True
c06-083-05-08,and,3,and,223.37988771791592,143,71,False,True,True
c06-083-06-01,this,4,this,226.74347826086955,120,92,False,True,True
c06-083-06-04,his,3,his,221.4637445887446,77,72,False,True,True
c06-083-06-06,(,1,(,221.53568075117371,30,71,False,True,True
c06-083-07-00,at,2,at,223.10828427249785,58,82,False,True,True
c06-083-07-01,his,3,his,220.25122830003278,71,86,False,True,True
c06-083-07-04,),1,),216.3596037898364,27,86,False,True,True
c06-083-07-06,the,3,the,215.91696306429552,85,86,False,True,True
c06-083-07-08,into,4,into,225.6113805749438,107,79,False,True,True
c06-083-07-09,a,1,a,195.85208497246262,31,41,False,True,True
c06-087-01-01,there,5,there,217.66383051135878,161,73,False,True,True
c06-087-01-03,the,3,the,207.30669642857143,35,64,False,True,True
c06-087-01-04,time,4,time,206.2826086956522,69,64,False,True,True
c06-087-01-05,when,4,when,218.55945831570043,139,68,False,True,True
c06-087-01-06,Mr.,3,mr.,209.2676829268293,82,60,False,True,True
c06-087-02-00,with,4,with,214.7500759493671,125,79,False,True,True
c06-087-02-02,and,3,and,209.47430643127362,104,61,False,True,True
c06-087-02-04,there,5,there,220.3095439189189,148,80,False,True,True
c06-087-02-05,in,2,in,223.0909356725146,57,60,False,True,True
c06-087-02-08,when,4,when,216.48311688311688,135,77,False,True,True
c06-087-02-11,as,2,as,199.4569653948536,69,49,False,True,True
c06-087-03-02,the,3,the,210.7244162087912,91,64,False,True,True
c06-087-03-04,is,2,is,223.4977931904161,52,61,False,True,True
c06-087-03-06,of,2,of,220.93225051214515,67,102,False,True,True
c06-087-03-09,on,2,on,204.46460746460747,74,42,False,True,True
c06-087-03-10,an,2,an,199.68496732026142,68,45,False,True,True
c06-087-04-05,Mr.,3,mr.,212.1450337512054,85,61,False,True,True
c06-087-04-07,and,3,and,210.20410557184752,110,62,False,True,True
c06-087-05-03,(,1,(,190.02573099415204,19,90,False,True,True
c06-087-05-08,the,3,the,212.94549527127927,98,82,False,True,True
c06-087-06-00,one,3,one,193.66092778574844,102,41,False,True,True
c06-087-06-02,has,3,has,201.99281560041047,158,74,False,True,True
c06-087-06-04,a,1,a,189.6456278763971,39,39,False,True,True
c06-087-06-06,),1,),184.20457516339872,18,85,False,True,True
c06-087-06-07,to,2,to,208.57909379968206,68,74,False,True,True
c06-087-06-08,the,3,the,208.7834002293578,109,64,False,True,True
c06-087-06-11,who,3,who,218.4145050974319,123,63,False,True,True
c06-087-06-12,have,4,have,213.87405628002742,141,62,False,True,True
c06-087-07-00,been,4,been,207.9595311808934,133,68,False,True,True
c06-087-07-02,by,2,by,193.0743509047994,41,62,False,True,True
c06-087-07-03,a,1,a,209.34068027210884,49,75,False,True,True
c06-087-07-05,of,2,of,221.95590440955903,73,137,False,True,True
c06-091-00-00,It,2,it,224.7580971659919,76,78,False,True,True
c06-091-00-01,'s,2,'s,234.40150537634412,50,93,False,True,True
c06-091-00-03,that,4,that,226.42536764705883,160,102,False,True,True
c06-091-00-04,the,3,the,222.3159159159159,90,111,False,True,True
c06-091-00-07,to,2,to,219.02079606440068,52,86,False,True,True
c06-091-00-08,the,3,the,207.2585895117541,63,79,False,True,True
c06-091-00-11,but,3,but,226.35929473830345,147,98,False,True,True
c06-091-00-12,I,1,i,236.2257462686567,72,67,False,True,True
c06-091-01-02,it,2,it,233.6221215916755,107,97,False,True,True
c06-091-01-03,was,3,was,213.6323218066337,109,52,False,True,True
c06-091-01-07,The,3,the,215.68778877887792,101,75,False,True,True
c06-091-01-09,is,2,is,234.2610435585655,73,89,False,True,True
c06-091-02-00,in,2,in,233.26737213403882,81,105,False,True,True
c06-091-02-02,and,3,and,222.1397118506493,128,77,False,True,True
c06-091-02-03,has,3,has,222.3709041774575,107,83,False,True,True
c06-091-02-04,a,1,a,210.76036400404445,43,46,False,True,True
c06-091-02-06,or,2,or,217.98303417752643,83,49,False,True,True
c06-091-02-07,two,3,two,225.14582607686057,99,87,False,True,True
c06-091-02-08,of,2,of,230.61815384615383,104,125,False,True,True
c06-091-03-01,in,2,in,230.39119601328903,70,86,False,True,True
c06-091-03-04,I,1,i,226.2429771908764,98,85,False,True,True
